Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
19,1197.0,4,0,58000,10,249,1,495000.0,2017,5,0
17,1498.0,4,2,21500,10,224,1,1470000.0,2022,5,0
28,1497.0,1,1,120000,10,1173,1,760000.0,2020,5,0
15,1999.0,1,1,45000,10,576,1,3350000.0,2018,7,0
30,1197.0,4,1,94650,10,1750,4,350000.0,2014,5,0
14,1493.0,1,0,54061,10,1498,1,1225000.0,2020,5,0
17,1498.0,4,2,19000,10,228,1,1411000.0,2023,5,0
19,1462.0,4,0,75000,10,376,1,780000.0,2019,5,0
29,2393.0,1,0,189000,10,969,1,1798999.9999999998,2019,8,1
9,1198.0,4,0,44000,10,196,1,390000.0,2014,5,1
19,1373.0,4,1,90461,10,386,1,410000.0,2016,5,1
10,1197.0,4,1,38987,10,829,1,479000.0,2015,5,0
30,1197.0,4,0,78000,10,1752,1,530000.0,2016,5,0
19,1462.0,4,1,25000,10,374,1,790000.0,2019,5,1
9,1497.0,4,0,39379,10,439,3,619000.0,2017,5,0
30,1197.0,4,1,64871,10,1752,1,512000.0,2017,5,0
21,2143.0,1,1,49000,10,10,3,1251000.0,2014,5,0
22,1496.0,1,1,35000,10,559,1,2399000.0,2018,4,0
9,1199.0,4,0,36000,10,993,1,690000.0,2019,5,0
29,1197.0,4,0,15000,10,805,1,675000.0,2019,5,0
1,1995.0,1,1,42000,10,1900,1,2350000.0,2018,5,0
17,1462.0,2,1,12000,10,2042,1,1995000.0,2023,5,0
19,1462.0,4,0,44293,10,1366,3,699000.0,2022,5,1
9,1199.0,4,0,53441,10,201,1,675000.0,2018,5,0
29,1490.0,4,1,39154,10,902,1,1850000.0,2022,5,0
28,1199.0,4,0,52623,10,1695,3,431000.0,2021,5,1
10,1086.0,0,3,55774,10,1435,1,424000.0,2021,5,1
18,2179.0,1,0,85150,10,1983,1,1011000.0,2017,7,0
9,1199.0,4,0,20999,10,993,1,621000.0,2019,5,0
27,999.0,4,3,4169,10,1493,1,1650000.0,2024,5,0
19,1197.0,4,0,45000,10,1879,1,360000.0,2016,5,0
21,2996.0,4,1,22000,10,1360,1,7495000.0,2019,5,0
28,1199.0,4,0,18301,10,167,1,662000.0,2021,5,1
27,1598.0,4,0,76000,10,1307,1,365000.0,2013,5,0
9,1497.0,4,2,55810,10,441,1,712000.0,2017,5,0
19,998.0,4,0,19817,10,1868,1,373000.0,2017,5,0
19,796.0,4,2,32356,10,149,3,243000.00000000003,2018,5,1
1,1995.0,1,1,69000,10,0,3,1675000.0,2015,5,0
19,1197.0,4,3,67965,10,252,1,460000.0,2017,5,1
9,1497.0,4,1,46000,10,433,1,585000.0,2016,5,1
21,2143.0,1,0,55000,10,2123,1,3195000.0,2016,5,0
19,1197.0,4,0,49166,10,250,3,420000.0,2017,5,1
19,1197.0,4,1,56283,10,1558,3,555000.0,2020,5,0
10,1797.0,4,0,55000,10,668,1,485000.0,2013,5,1
10,1591.0,4,0,72009,10,530,1,675000.0,2016,5,1
10,998.0,4,0,16000,10,2106,1,850000.0,2021,5,0
21,1991.0,4,1,67700,10,613,1,1600000.0,2016,5,0
9,1497.0,4,2,34000,10,416,1,850000.0,2018,5,0
10,1591.0,4,0,37000,10,530,1,725000.0,2016,5,1
21,2987.0,1,1,51200,10,1358,1,3575000.0,2014,5,0
31,1969.0,1,0,68000,10,1944,3,3990000.0,2018,5,0
9,1497.0,4,1,67000,10,433,1,675000.0,2017,5,1
26,999.0,4,1,23918,10,1710,1,585000.0,2019,7,1
19,998.0,4,0,52155,10,1867,1,366000.0,2016,5,0
21,2143.0,1,0,48000,10,457,4,799000.0,2015,5,0
27,1798.0,4,1,55000,10,1535,3,1550000.0,2018,5,0
30,1498.0,1,0,28000,10,218,1,751000.0,2019,5,1
30,1598.0,4,1,92647,10,1739,1,317000.0,2014,5,1
18,2179.0,1,0,53179,10,1996,1,1197000.0,2021,7,1
19,1197.0,4,0,28762,10,250,1,489000.0,2017,5,1
19,1197.0,4,3,74722,10,1553,1,503000.0,2018,5,0
26,999.0,4,1,22581,10,1051,1,765000.0,2021,5,0
27,1968.0,1,0,42000,10,1054,1,2375000.0,2018,7,0
28,1199.0,4,0,6608,10,1171,1,968000.0,2023,5,1
21,2143.0,1,0,36000,10,450,1,1450000.0,2015,5,0
19,1462.0,4,1,25000,10,374,1,950000.0,2022,5,1
29,1496.0,4,1,63714,10,720,3,415000.00000000006,2012,5,1
21,2143.0,1,0,91000,10,2123,3,2650000.0,2015,5,0
19,998.0,4,0,46000,10,359,4,325000.0,2016,5,0
21,1991.0,4,0,28000,10,605,1,3375000.0,2017,5,0
19,1197.0,4,1,37000,10,1549,1,725000.0,2019,5,0
21,2143.0,1,2,65000,10,2123,1,3899000.0,2017,5,0
19,998.0,0,2,44506,10,1380,1,406000.0,2022,4,1
17,1349.0,4,1,11900,10,226,1,1590000.0,2022,5,0
10,1197.0,4,0,69134,10,2021,1,330000.0,2014,5,1
27,999.0,4,1,6001,10,1489,1,1100000.0,2023,5,1
27,1598.0,4,1,78107,10,1308,1,525000.0,2015,5,0
19,998.0,4,2,52000,10,359,3,325000.0,2016,5,0
19,1248.0,1,1,72156,10,252,1,502000.0,2016,5,1
29,2494.0,4,1,53350,10,313,3,1190000.0,2015,5,0
21,2143.0,1,1,14900,10,461,1,1995000.0,2017,5,0
19,1197.0,4,0,16860,10,252,1,565000.0,2017,5,1
29,2393.0,1,0,135000,10,959,1,1800000.0,2019,7,1
29,2494.0,1,1,143000,10,936,1,898000.0,2014,7,1
10,1197.0,4,3,14127,10,845,3,543000.0,2021,5,1
28,1956.0,1,0,19500,10,867,1,2090000.0,2023,5,0
28,1497.0,1,0,27666,10,1138,1,840000.0,2019,5,1
21,1950.0,1,1,23800,10,49,3,5700000.0,2022,5,0
1,1995.0,1,0,30000,10,55,1,3675000.0,2019,5,0
28,1497.0,1,0,59866,10,1140,1,754000.0,2019,5,0
19,1197.0,4,0,34868,10,905,3,475000.0,2018,5,0
10,1591.0,4,1,43100,10,522,1,1140000.0,2019,5,0
29,2393.0,1,1,34000,10,967,1,2345000.0,2021,8,1
21,1991.0,4,0,87708,10,605,1,1650000.0,2015,5,0
29,2393.0,1,0,36000,10,972,1,2700000.0,2022,7,0
19,1248.0,1,0,47931,10,383,1,540000.0,2016,5,1
10,1086.0,0,1,64072,10,1430,3,349000.0,2019,5,1
14,1497.0,4,1,27784,10,1472,1,850000.0,2019,5,1
18,2696.0,1,2,67000,10,1517,1,525000.0,2013,7,0
9,1498.0,4,1,55075,10,413,1,1026000.0,2021,5,0
30,1598.0,4,0,15169,10,1738,1,550000.0,2016,5,1
30,1199.0,1,0,62811,10,1201,1,318000.0,2014,5,1
19,998.0,4,2,73298,10,346,1,307000.0,2016,5,1
1,1995.0,1,0,52000,10,28,3,2175000.0,2017,5,0
17,1451.0,4,1,20802,10,885,1,1623999.9999999998,2021,5,0
0,1998.0,4,1,2800,10,103,1,3395000.0000000005,2023,5,0
19,1197.0,4,2,75000,10,252,1,675000.0,2017,5,1
0,1968.0,1,0,60000,10,1247,3,1477000.0,2014,5,0
8,3198.0,1,1,83000,10,675,1,2895000.0,2018,7,0
19,1462.0,4,0,28000,10,704,1,925000.0,2020,7,1
28,1956.0,1,0,41238,10,867,1,1651000.0000000002,2021,5,0
8,1497.0,4,1,57000,10,639,1,625000.0,2017,5,0
9,1497.0,4,1,58000,10,429,1,649000.0,2016,5,0
21,2143.0,1,1,87500,10,4,3,1475000.0,2015,5,0
1,2993.0,1,1,90218,10,1915,3,2800000.0,2016,5,0
14,1497.0,4,0,54000,10,1475,1,975000.0,2020,5,1
19,998.0,0,0,20000,10,1865,1,555000.0,2021,5,1
9,1199.0,4,1,19000,10,995,1,875000.0,2022,5,0
19,1197.0,4,0,54443,10,249,3,490000.00000000006,2018,5,0
0,1968.0,1,1,60500,10,109,3,1850000.0,2016,5,0
19,1462.0,4,1,26000,10,392,1,985000.0,2022,5,1
10,1197.0,4,0,78914,10,2019,1,344000.0,2015,5,1
9,1497.0,4,0,57000,10,433,1,535000.0,2015,5,1
14,1353.0,4,0,30100,10,326,1,1700000.0,2022,7,0
10,1582.0,1,2,81000,10,514,1,975000.0,2017,5,1
10,1086.0,0,1,74229,10,1433,1,396000.0,2019,5,1
19,1248.0,1,0,65000,10,1369,1,650000.0,2016,5,1
9,1497.0,4,0,60630,10,428,1,598000.0,2016,5,0
10,1591.0,4,0,70000,10,526,1,1045000.0,2018,5,0
10,1197.0,4,1,70000,10,2108,4,320000.0,2014,5,1
9,1198.0,4,1,68121,10,284,1,325000.0,2013,5,1
21,1796.0,4,1,65000,10,606,4,1099000.0,2013,5,0
9,1498.0,4,1,16210,10,403,1,1925000.0,2023,5,0
19,1373.0,4,0,38600,10,391,1,590000.0,2016,5,1
19,1197.0,4,0,105000,10,1551,1,349000.0,2012,5,1
0,1968.0,1,0,78000,10,106,3,1175000.0,2014,5,0
19,1462.0,4,0,52000,10,704,1,1025000.0,2022,7,1
9,1199.0,4,2,27647,10,993,1,699000.0,2019,5,0
10,998.0,4,0,12000,10,1777,1,1025000.0,2022,5,1
21,2143.0,1,1,44408,10,454,3,2150000.0,2018,5,0
18,2498.0,1,0,65100,10,2028,1,345000.0,2011,7,1
29,2393.0,1,1,149849,10,968,1,1599000.0,2017,7,1
30,1198.0,4,1,27392,10,210,3,394000.0,2017,5,1
19,1462.0,4,0,89000,10,1958,1,899000.0,2020,6,1
9,1497.0,4,1,67000,10,244,1,700000.0,2016,7,0
18,1497.0,1,3,58799,10,1108,3,850000.0,2021,7,1
21,2999.0,4,0,24000,10,1387,1,13500000.0,2022,5,0
21,2143.0,1,2,100000,10,617,3,750000.0,2012,5,0
19,998.0,4,0,1400,10,1381,1,490000.00000000006,2022,5,1
21,1950.0,1,1,57600,10,726,1,3245000.0000000005,2017,5,0
26,999.0,4,0,48010,10,1712,1,540000.0,2020,7,1
9,1497.0,4,0,70187,10,439,3,583000.0,2017,5,0
1,1995.0,1,0,101000,10,58,4,1175000.0,2012,5,0
10,1493.0,1,1,7700,10,542,1,2095000.0,2024,5,0
27,1968.0,1,1,51000,10,1538,1,1735000.0000000002,2017,5,0
5,999.0,4,1,24000,10,1338,1,325000.0,2019,5,1
21,1991.0,4,3,3600,10,80,1,4500000.0,2023,5,0
29,2494.0,1,0,119000,10,950,1,945000.0,2014,8,1
28,1956.0,1,0,29488,10,1415,1,1888000.0,2021,6,0
19,1197.0,4,1,46442,10,1575,1,450000.0,2014,5,1
21,2987.0,1,0,75600,10,1358,3,1650000.0,2012,5,0
19,1462.0,0,2,41459,10,696,3,515000.00000000006,2014,7,1
19,1197.0,4,0,55000,10,249,1,510000.0,2016,5,0
10,1197.0,4,0,24364,10,823,1,475000.0,2018,5,1
28,1199.0,4,0,94683,10,1697,3,387000.0,2018,5,1
9,1199.0,4,3,51341,10,985,1,438000.0,2017,5,0
10,1197.0,4,1,14840,10,852,1,445000.0,2017,5,1
10,1197.0,4,0,22000,10,823,1,495000.0,2019,5,1
30,1197.0,4,2,41000,10,1220,3,475000.0,2013,5,0
9,1199.0,4,3,98192,10,1861,1,484000.0,2017,5,1
18,2489.0,1,0,75000,10,2025,1,245000.00000000003,2011,8,1
10,1197.0,4,0,57897,10,2060,3,216000.0,2013,5,1
15,1997.0,4,1,32422,10,1305,3,7000000.0,2021,5,0
29,3956.0,4,1,120000,10,2122,3,1500000.0,2009,8,0
21,2987.0,1,2,100000,10,13,3,625000.0,2009,5,0
18,2179.0,1,2,106902,10,1998,3,430000.0,2014,7,1
21,2925.0,1,1,81000,10,1359,3,1399000.0,2012,5,0
19,1197.0,4,1,41910,10,252,1,535000.0,2016,5,1
10,1197.0,4,2,43800,10,2093,1,585000.0,2018,5,1
21,5461.0,4,0,64528,10,1361,3,4000000.0,2014,5,0
19,1373.0,4,2,77000,10,390,1,490000.00000000006,2015,5,1
13,1368.0,4,1,45654,10,468,1,1095000.0,2017,5,0
10,1197.0,4,1,39461,10,833,3,440000.00000000006,2016,5,0
21,1950.0,1,0,61800,10,724,3,2850000.0,2017,5,0
10,1197.0,4,1,26000,10,2093,3,725000.0,2020,5,1
1,1995.0,1,1,63000,10,1904,3,2600000.0,2018,5,0
1,1995.0,1,0,58000,10,1908,1,2390000.0,2016,5,0
30,1498.0,1,0,82000,10,1747,1,610000.0,2017,5,0
9,1497.0,4,1,60000,10,429,3,575000.0,2016,5,0
19,1373.0,4,0,113069,10,372,1,486000.00000000006,2015,5,0
19,1197.0,4,2,5960,10,1594,1,463000.0,2017,5,1
0,1395.0,4,0,54000,10,88,1,1825000.0,2019,5,0
10,1582.0,1,0,55217,10,508,3,894999.9999999999,2016,5,0
19,1197.0,4,0,35336,10,1605,1,595000.0,2019,5,1
27,1598.0,4,1,56648,10,1314,1,360000.0,2017,5,1
27,1498.0,4,2,16000,10,1065,1,1590000.0,2023,5,0
9,1198.0,4,0,67410,10,195,3,469000.00000000006,2017,5,1
10,1797.0,4,0,99000,10,668,1,435000.0,2014,5,1
19,1248.0,1,0,91303,10,700,3,522000.0,2013,7,1
28,1199.0,4,3,24611,10,1176,1,970000.0,2021,5,0
9,1497.0,4,2,41000,10,440,1,860000.0,2018,5,0
9,1199.0,4,0,56000,10,1861,1,635000.0,2017,5,1
18,2179.0,1,0,40956,10,1998,1,631000.0,2015,7,1
10,1591.0,4,0,28345,10,1793,1,376000.0,2013,5,1
29,1798.0,4,0,79000,10,502,1,735000.0,2015,5,0
21,2987.0,1,0,67000,10,49,1,5800000.0,2018,7,0
14,1497.0,4,3,13000,10,1482,1,1525000.0,2021,5,0
19,1373.0,4,1,38440,10,390,1,488000.0,2015,5,1
9,1497.0,4,0,105033,10,428,3,404000.0,2015,5,0
21,1796.0,4,1,71000,10,608,3,1375000.0,2013,5,0
10,998.0,4,1,24151,10,1771,3,831000.0,2021,5,1
21,1991.0,4,1,49600,10,6,4,1900000.0,2018,5,0
9,1497.0,4,1,68000,10,416,1,949000.0,2019,5,0
10,998.0,4,0,8000,10,1776,1,1125000.0,2021,5,0
21,2143.0,1,1,98774,10,1086,3,2095000.0,2015,5,0
1,2993.0,1,0,67300,10,70,1,1350000.0,2012,5,0
9,1199.0,4,0,44000,10,984,1,435000.0,2015,5,1
19,1462.0,0,2,99567,10,696,1,668000.0,2016,7,1
19,998.0,4,1,35000,10,352,1,445000.0,2018,5,0
1,1998.0,4,0,58200,10,68,1,3750000.0,2018,4,0
1,1995.0,1,0,64500,10,1894,3,2050000.0,2017,5,0
19,1248.0,1,0,97353,10,1848,1,746000.0,2018,5,0
19,1197.0,4,0,63388,2,253,1,670000.0,2019,5,1
14,1493.0,1,0,20000,2,1473,1,1625000.0,2022,5,0
1,1995.0,1,0,30000,2,55,1,3950000.0,2019,5,0
19,998.0,4,0,91789,2,361,1,325000.0,2016,5,1
26,999.0,4,1,30000,2,1046,1,575000.0,2022,5,0
19,1462.0,4,0,51745,2,378,1,796000.0,2020,5,0
30,999.0,4,0,13000,2,1627,1,1550000.0,2022,5,0
10,1353.0,4,0,88502,2,550,1,1186000.0,2020,5,0
10,1197.0,4,1,70000,2,2060,3,240000.0,2009,5,1
17,1956.0,1,1,42634,2,873,3,2425000.0,2010,7,1
21,1796.0,4,0,62000,2,304,3,690000.0,2010,5,0
18,2179.0,1,0,98000,2,2002,3,600000.0,2012,7,1
21,2143.0,1,0,65000,2,50,1,3375000.0,2017,5,0
21,1497.0,2,0,4700,2,63,1,9200000.0,2023,5,0
10,1497.0,4,0,11000,2,1816,1,1450000.0,2023,5,0
30,1197.0,4,1,120000,2,1750,3,400000.0,2015,5,0
10,1197.0,4,0,55824,2,839,1,445000.0,2017,5,1
19,1373.0,4,1,60000,2,697,1,625000.0,2013,7,1
19,1197.0,4,0,52000,2,916,1,545000.0,2022,5,1
8,1499.0,4,0,81288,2,652,1,425000.0,2014,5,1
9,1199.0,4,0,93449,2,984,1,520000.0,2016,5,1
9,1199.0,4,0,45000,2,204,1,550000.0,2016,5,0
17,1451.0,4,0,52000,2,887,1,1400000.0,2019,5,0
18,1197.0,4,2,24612,2,1968,1,791000.0,2022,5,1
10,1591.0,4,0,37000,2,522,1,1150000.0,2018,5,0
10,1197.0,4,1,30000,2,2063,3,350000.0,2012,5,0
28,1199.0,4,0,21862,2,169,1,795000.0,2022,5,1
30,1598.0,1,1,70000,2,1739,3,420000.0,2014,5,1
18,2179.0,1,1,120000,2,1998,4,600000.0,2014,7,1
18,1997.0,4,0,40000,2,1647,1,1450000.0,2021,4,0
26,999.0,4,0,26189,2,1023,1,520000.0,2023,5,0
28,1199.0,4,1,10000,2,1677,1,590000.0,2023,5,1
28,1199.0,4,0,72000,2,1684,1,590000.0,2021,5,0
21,1991.0,4,0,10000,2,787,1,5200000.0,2022,5,0
18,1197.0,4,1,30000,2,1974,1,1000000.0,2022,5,1
9,1498.0,1,0,92162,2,188,1,750000.0,2022,5,1
19,998.0,4,0,10904,2,1382,1,407000.0,2021,5,1
3,1998.0,1,1,80000,2,555,3,590000.0,2015,5,1
18,1198.0,4,1,100000,2,1008,3,350000.0,2017,5,1
14,2199.0,1,0,100000,2,334,1,2700000.0,2021,7,0
9,1497.0,4,0,41034,2,416,1,825000.0,2017,5,0
14,1497.0,4,0,38000,2,1482,1,1290000.0,2020,5,0
9,1199.0,4,0,76728,2,991,1,585000.0,2018,5,0
10,1582.0,1,1,120000,2,1810,1,800000.0,2019,5,1
9,1199.0,4,3,46861,2,995,1,728000.0,2020,5,0
10,1197.0,4,1,20000,2,843,4,500000.0,2021,5,0
19,1373.0,4,0,43000,2,366,3,715000.0,2018,5,0
9,1198.0,4,0,70000,2,208,1,675000.0,2018,5,1
19,1197.0,4,0,24000,2,737,1,890000.0,2023,5,1
10,1498.0,1,2,44000,2,126,1,1800000.0,2022,7,0
10,1086.0,4,0,37000,2,1434,1,565000.0,2021,5,0
10,1493.0,1,1,20000,2,135,1,1850000.0,2022,6,0
9,1198.0,4,1,30000,2,208,1,450000.0,2016,5,1
24,1198.0,4,1,48251,2,1123,3,349000.0,2013,5,0
18,1997.0,1,1,100224,2,1981,3,1112000.0,2019,7,0
19,1197.0,4,2,25236,2,1605,1,707000.0,2022,5,1
5,999.0,4,1,70000,2,1337,1,225000.0,2019,5,1
19,1197.0,4,0,122982,2,1594,1,300000.0,2012,5,1
23,2360.0,4,1,150000,2,1196,3,375000.0,2010,5,0
19,1248.0,1,1,70000,2,905,1,450000.0,2018,5,0
21,2987.0,1,1,60000,2,1357,3,4200000.0,2015,5,0
19,998.0,4,1,50000,2,155,3,315000.0,2017,5,1
29,2755.0,1,0,107000,2,766,1,3600000.0,2021,7,1
9,1199.0,4,0,67924,2,188,1,475000.0,2016,5,1
19,1197.0,4,0,58304,2,1594,1,600000.0,2021,5,1
21,1950.0,1,0,20000,2,1226,3,3200000.0,2019,5,0
1,2998.0,4,0,16500,2,1922,3,8400000.0,2022,5,0
19,1248.0,1,0,83500,2,1372,1,690000.0,2018,5,1
21,1950.0,1,0,9000,2,48,1,6100000.0,2023,5,0
5,999.0,4,0,29779,2,1341,1,326000.0,2018,5,0
10,1197.0,4,3,38980,2,2085,1,568000.0,2017,5,1
18,1999.0,4,1,60000,2,2007,3,1560000.0,2021,7,1
29,2755.0,1,1,160000,2,973,1,1900000.0,2016,7,0
9,1199.0,4,0,23356,2,202,1,715000.0,2021,5,1
9,1199.0,4,1,10000,2,204,1,869999.9999999999,2022,5,0
10,1493.0,1,0,82000,2,533,1,1160000.0,2021,5,1
10,1197.0,0,1,17982,2,235,1,771000.0,2024,5,1
18,2179.0,1,0,76000,2,1989,3,1025000.0,2016,7,1
0,1197.0,2,1,2400,4,1275,1,9500000.0,2019,5,0
10,1197.0,4,0,75842,2,2116,1,632000.0,2019,5,1
12,1999.0,1,0,71000,2,736,1,3500000.0,2018,5,0
31,2400.0,1,0,200000,2,1932,3,1350000.0,2013,7,0
19,998.0,0,0,48339,2,1380,1,464000.0,2022,4,1
19,998.0,4,0,39273,2,357,1,430000.0,2016,5,1
10,1197.0,4,0,11000,2,1760,1,725000.0,2021,5,1
29,2393.0,1,1,160000,2,955,3,1950000.0,2021,7,1
10,1591.0,4,1,62731,2,1829,3,720000.0,2018,5,1
10,1197.0,4,0,52292,2,2093,1,610000.0,2018,5,1
8,1497.0,4,0,63000,2,639,1,825000.0,2019,5,0
28,1199.0,4,0,23276,2,1230,1,690000.0,2022,5,1
9,1497.0,4,1,80000,2,405,1,250000.0,2008,5,1
19,1197.0,4,0,20027,2,258,1,850000.0,2020,5,1
10,1591.0,4,0,47000,2,522,3,1050000.0,2019,5,0
10,1591.0,4,1,30000,2,532,1,1200000.0,2017,5,1
19,1197.0,4,0,47618,2,1557,1,584000.0,2018,5,0
10,1197.0,4,0,70000,2,2063,4,225000.0,2012,5,0
10,1197.0,4,1,20000,2,2111,1,705000.0,2022,5,1
17,1451.0,4,1,13489,2,889,1,2100000.0,2023,5,1
21,1950.0,1,0,5000,2,48,1,5500000.0,2023,5,0
18,2179.0,1,0,38000,2,1457,1,1450000.0,2022,7,1
29,2393.0,1,0,97000,2,974,3,2100000.0,2019,7,1
0,2967.0,1,0,110000,2,1263,3,1250000.0,2011,7,0
9,1498.0,4,0,52400,2,409,1,950000.0,2020,5,0
10,1197.0,4,0,9000,2,2089,1,770000.0,2020,5,1
17,1451.0,4,0,42000,2,870,3,1390000.0,2021,5,1
17,1956.0,1,1,30707,2,889,3,2400000.0,2018,5,1
13,1956.0,1,0,94000,2,468,3,1100000.0,2018,5,1
9,1498.0,1,1,121314,2,202,1,370000.0,2014,5,1
0,2995.0,4,1,5000,4,1272,1,8690000.0,2020,7,0
10,1197.0,4,1,30000,2,2113,1,670000.0,2020,5,0
1,1999.0,2,1,17300,4,2120,1,8590000.0,2022,5,0
10,1999.0,4,1,20000,2,1718,1,1390000.0,2017,5,1
3,1199.0,4,1,80000,2,266,3,200000.0,2012,5,1
19,1197.0,4,0,130000,2,1348,1,190000.0,2010,5,1
10,1368.0,4,0,47025,2,1827,1,700000.0,2019,5,1
28,1199.0,4,1,10000,2,1231,1,780000.0,2023,5,0
10,1591.0,4,3,70168,2,1826,3,766000.0,2019,5,0
19,1197.0,4,3,31803,2,1606,3,634000.0,2020,5,0
10,1197.0,4,0,38643,2,828,1,495000.0,2017,5,0
8,1399.0,1,0,82000,2,744,1,265000.0,2011,5,1
19,1248.0,1,1,80000,2,382,3,550000.0,2014,5,1
19,1248.0,1,0,72000,2,694,1,875000.0,2016,7,1
13,1956.0,1,1,30000,2,487,1,2200000.0,2022,5,1
19,1248.0,1,0,113666,2,1345,1,330000.0,2012,5,1
21,2925.0,1,0,52000,2,49,1,11299999.999999998,2021,7,0
26,999.0,4,3,42761,2,1032,1,434000.0,2021,5,0
19,1197.0,4,0,62404,2,1584,1,655000.0,2018,5,1
18,1493.0,1,0,40000,2,272,1,1150000.0,2023,7,1
14,1493.0,1,3,35980,2,1508,1,1001000.0,2022,5,1
19,998.0,4,1,90000,2,83,4,150000.0,2009,5,1
3,1199.0,4,1,50000,2,268,1,240000.0,2016,5,1
14,1493.0,1,1,70000,2,1469,1,775000.0,2020,5,1
19,796.0,4,0,38000,2,149,1,290000.0,2017,5,1
8,1399.0,1,1,100000,2,752,2,165000.0,2010,5,1
19,998.0,4,0,40000,2,359,1,400000.0,2016,5,0
18,2179.0,1,0,80000,2,1993,3,1400000.0,2021,7,1
19,1197.0,4,1,50000,2,1554,1,620000.0,2018,5,0
10,1197.0,4,0,35381,2,2116,1,645000.0,2019,5,1
19,1197.0,4,0,8000,2,1594,1,795000.0,2023,5,1
13,1956.0,1,1,30000,2,486,3,1366000.0,2020,5,1
29,1794.0,4,0,85000,2,496,3,825000.0,2015,5,0
18,999.0,2,1,40000,2,2051,3,300000.0,2018,4,0
30,999.0,4,1,50000,2,1626,1,1250000.0,2021,5,1
27,999.0,4,0,19344,2,1493,1,1293000.0,2022,5,0
10,1493.0,1,0,23000,2,540,1,1530000.0,2022,5,1
14,1497.0,4,1,60000,2,1472,1,860000.0,2021,5,1
30,999.0,4,1,40000,2,1834,1,1100000.0,2022,5,1
19,998.0,4,1,30000,2,154,1,235000.0,2012,5,1
29,2393.0,1,0,150000,2,968,1,2100000.0,2020,7,1
10,998.0,4,0,32000,2,1764,1,825000.0,2019,5,1
19,1197.0,4,0,40000,2,255,1,660000.0,2020,5,1
19,1197.0,4,0,89729,2,246,1,514000.0,2017,5,1
14,1497.0,4,0,20000,2,1480,1,1350000.0,2021,5,1
27,1968.0,1,0,58000,2,1180,1,1940000.0,2017,5,0
10,1197.0,4,0,20000,2,2087,1,860000.0,2021,5,0
19,1248.0,1,0,90000,2,1846,1,900000.0,2019,5,0
19,1248.0,1,0,71852,2,1591,1,624000.0,2018,5,1
19,998.0,4,0,41000,2,1879,1,585000.0,2022,5,0
10,1396.0,1,0,40000,2,2094,1,620000.0,2015,5,1
27,999.0,4,1,30000,2,1058,1,1060000.0,2022,5,0
29,2487.0,4,0,40000,2,313,3,3475000.0,2022,5,0
27,1198.0,4,0,63000,2,739,1,195000.0,2011,5,1
9,1199.0,4,1,43607,2,188,1,660000.0,2020,5,1
9,1498.0,1,0,39000,2,199,1,480000.0,2015,5,1
31,1985.0,1,1,80000,2,1390,3,900000.0,2012,5,0
9,1199.0,4,0,89953,2,188,1,325000.0,2014,5,1
3,995.0,4,1,80000,2,1514,2,325000.0,2007,5,1
9,1199.0,4,1,40000,2,988,1,565000.0,2017,5,1
19,1197.0,4,1,60000,2,1583,1,500000.0,2016,5,1
27,1498.0,1,1,70000,2,1323,3,550000.0,2014,5,1
10,1582.0,1,1,90000,2,513,1,795000.0,2015,5,1
9,1198.0,4,0,59618,2,279,1,414000.0,2017,5,1
19,796.0,4,0,47000,2,141,1,390000.0,2020,5,1
10,1186.0,1,1,70000,2,2014,3,400000.0,2018,5,1
28,1497.0,1,0,30351,2,169,1,589000.0,2020,5,1
27,1498.0,4,0,12000,2,1493,1,1600000.0,2022,5,0
1,1995.0,1,0,55000,2,14,3,1290000.0,2012,5,0
10,1396.0,4,1,92242,2,1797,1,575000.0,2017,5,1
19,1197.0,4,0,22000,2,1575,1,700000.0,2023,5,1
29,2755.0,1,0,100000,2,963,1,1850000.0,2018,7,0
30,1197.0,4,0,63000,2,1752,1,790000.0,2019,5,0
10,1497.0,4,1,20000,2,1816,1,1410000.0,2023,5,0
30,999.0,4,0,35163,2,1203,3,539000.0,2020,5,1
9,1199.0,4,0,36231,2,985,1,555000.0,2017,5,0
17,1451.0,4,1,30000,2,886,1,1450000.0,2021,5,0
0,1998.0,4,1,60000,2,103,1,2450000.0,2021,5,0
15,2179.0,1,0,75000,2,572,1,2650000.0,2016,5,0
19,1462.0,4,0,18000,2,1962,1,1175000.0,2021,6,1
19,1197.0,4,0,76656,2,1348,3,230000.0,2009,5,1
24,999.0,4,2,23966,2,1101,1,629000.0,2022,5,1
18,2179.0,1,1,114256,2,2002,3,735000.0,2013,7,1
9,1497.0,4,1,40000,2,433,1,800000.0,2017,5,1
26,999.0,4,1,20000,2,1708,1,629000.0,2021,7,1
9,1498.0,1,1,60000,2,1124,1,550000.0,2014,7,1
9,1497.0,4,0,94827,2,439,1,659000.0,2018,5,0
9,1497.0,4,3,55266,2,441,3,839000.0,2019,5,0
30,1199.0,4,1,56445,2,1204,3,457000.0,2016,5,1
19,1197.0,4,3,80781,2,247,1,574000.0,2018,5,0
19,1197.0,4,1,100000,2,250,1,500000.0,2016,5,1
10,1197.0,4,1,150000,2,2060,1,200000.0,2012,5,1
14,1497.0,4,1,40000,2,1470,3,980000.0,2021,5,1
19,1197.0,4,0,71259,2,250,1,520000.0,2017,5,1
