Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
0,1968.0,1,0,69000,0,1248,1,2050000.0,2016,5,0
28,1199.0,4,1,10600,0,169,1,800000.0,2020,5,1
10,1197.0,4,0,36000,0,2093,3,725000.0,2020,5,1
27,1498.0,1,0,99000,0,1331,3,600000.0,2016,5,1
10,1582.0,1,0,77000,0,508,1,850000.0,2016,5,0
19,1248.0,1,0,61260,0,1375,1,875000.0,2018,5,1
10,1197.0,4,0,34025,0,2077,1,649000.0,2018,5,1
19,1197.0,4,3,42124,0,910,1,401000.0,2018,5,1
26,999.0,4,0,26000,0,1051,1,925000.0,2022,5,0
19,1373.0,4,0,32357,0,702,3,788000.0,2017,7,1
8,999.0,4,0,40703,0,654,1,926000.0,2020,5,1
9,1497.0,4,0,127365,0,398,1,392000.0,2012,5,0
19,1197.0,4,0,67846,0,1575,1,598000.0,2020,5,1
10,1197.0,4,0,94390,0,823,1,366000.0,2014,5,1
9,1498.0,1,0,107274,0,425,3,497000.0,2014,5,1
10,998.0,4,1,26582,0,1777,1,1010000.0,2020,5,1
23,2477.0,1,0,84157,0,1198,3,1500000.0,2015,7,0
10,1197.0,4,0,92220,0,2116,1,682000.0,2019,5,1
9,1199.0,4,0,48000,0,980,4,525000.0,2016,5,0
10,998.0,4,0,42677,0,1764,1,795000.0,2019,5,1
10,1493.0,1,1,59000,0,540,3,1595000.0,2021,5,1
10,1197.0,4,1,52419,0,2060,1,320000.0,2011,5,1
19,1248.0,1,0,60000,0,1591,1,520000.0,2015,5,1
9,1199.0,4,0,77194,0,180,1,405000.0,2014,5,1
19,1598.0,1,0,65000,0,1370,1,700000.0,2015,5,1
19,1248.0,1,1,74000,0,1846,3,1050000.0,2019,5,0
10,1197.0,4,0,42199,0,825,3,485000.0,2018,5,1
26,1461.0,1,1,88000,0,587,1,945000.0,2019,5,1
19,1197.0,4,0,57856,0,248,1,550000.0,2016,5,0
19,998.0,4,0,20000,0,359,3,465000.00000000006,2015,5,0
19,1248.0,1,0,79121,0,252,1,695000.0,2018,5,1
10,1197.0,4,1,74883,0,2085,1,586000.0,2016,5,1
27,1198.0,4,1,74000,0,740,3,325000.0,2011,5,1
10,2359.0,4,0,87000,0,1494,3,650000.0,2012,5,1
19,1197.0,4,1,23000,0,254,1,844999.9999999999,2019,5,0
21,2143.0,1,0,114000,0,301,1,1900000.0,2016,5,0
28,1956.0,1,2,6050,0,861,1,2098000.0,2023,5,0
9,1199.0,4,1,48016,0,992,3,511000.00000000006,2016,5,1
27,1798.0,4,0,123000,0,1528,3,1850000.0,2019,5,1
29,2393.0,1,0,100000,0,974,1,2175000.0,2019,7,1
19,998.0,4,0,91607,0,346,1,377000.0,2015,5,1
29,1364.0,1,0,94086,0,718,3,358000.0,2012,5,1
30,1498.0,1,0,72000,0,1745,3,725000.0,2017,5,0
19,1197.0,4,1,56000,0,249,4,525000.0,2016,5,0
5,799.0,4,0,58362,0,1342,3,236000.0,2018,5,1
10,1197.0,4,0,30462,0,848,1,625000.0,2020,5,1
30,1498.0,1,0,162000,0,1207,3,600000.0,2020,5,1
31,1969.0,1,0,62346,0,1392,3,1515000.0,2016,5,0
8,2499.0,1,1,126000,0,678,4,525000.0,2010,7,1
14,1197.0,4,0,38943,0,1503,1,1041000.0,2021,5,1
30,1598.0,4,0,107000,0,1738,3,375000.0,2014,5,1
10,1396.0,1,0,52351,0,1769,3,866000.0,2019,5,1
10,1186.0,1,0,4617,0,239,1,840000.0,2024,5,0
19,1197.0,4,2,84734,0,1594,1,451000.0,2015,5,1
21,2143.0,1,0,132500,0,1086,3,2095000.0,2015,5,0
10,1197.0,4,1,60060,0,2074,3,540000.0,2017,5,1
10,1493.0,1,2,40000,0,546,1,1764999.9999999998,2022,5,1
9,1497.0,4,0,36000,0,433,1,655000.0,2015,5,1
19,998.0,4,0,17198,0,346,1,446000.0,2016,5,1
9,1199.0,4,0,50609,0,985,1,510000.0,2015,5,0
10,1995.0,1,1,79000,0,1721,1,1975000.0,2020,5,0
14,998.0,4,1,21126,0,1501,1,1015000.0,2022,5,1
19,1373.0,4,0,50006,0,702,3,646000.0,2014,7,1
27,1498.0,1,0,150000,0,1319,1,595000.0,2015,5,0
9,1497.0,4,0,25291,0,410,1,894999.9999999999,2022,5,1
29,2494.0,1,2,96000,0,945,3,590000.0,2010,7,1
21,1950.0,1,0,56000,0,604,3,3875000.0,2017,5,0
30,1498.0,1,0,56706,0,1208,3,533000.0,2015,5,1
14,998.0,4,1,19000,0,1499,1,1250000.0,2021,5,0
30,1199.0,4,2,54430,0,1204,3,510000.0,2016,5,1
30,999.0,4,1,17000,0,1627,1,1900000.0,2021,5,0
14,1493.0,1,0,30196,0,1497,1,1195000.0,2021,5,1
19,1248.0,1,0,65000,0,1372,1,695000.0,2015,5,1
10,1197.0,4,0,61904,0,2085,1,535000.0,2014,5,1
18,2179.0,1,0,52846,0,1986,1,1175000.0,2016,7,1
10,1197.0,4,0,53500,0,2067,1,795000.0,2018,5,1
30,1197.0,4,1,83000,0,1220,1,894999.9999999999,2018,5,0
10,1197.0,4,2,47291,0,2116,1,725000.0,2020,5,1
18,2523.0,1,2,112000,0,1638,1,675000.0,2011,7,1
10,998.0,4,0,28562,0,2119,3,711000.0,2021,5,1
14,998.0,4,0,53000,0,1501,3,945000.0,2020,5,1
29,2982.0,1,1,129288,0,774,3,1325000.0,2012,7,1
8,1399.0,1,0,62000,0,749,1,335000.0,2013,5,1
10,814.0,4,0,38077,0,632,1,351000.0,2016,5,1
24,999.0,4,0,15185,0,1100,1,699000.0,2022,5,1
19,1197.0,4,0,61328,0,906,3,444000.00000000006,2017,5,0
18,1997.0,4,1,40000,0,1644,3,1470000.0,2022,4,0
29,2982.0,1,1,101000,0,772,1,1700000.0,2014,7,1
9,1199.0,4,1,67943,0,987,3,439000.0,2016,5,1
17,1451.0,4,0,34900,0,886,1,1675000.0,2021,5,0
28,1199.0,4,0,23141,0,1690,1,611000.0,2019,5,1
1,1995.0,1,0,47067,0,1894,1,3495000.0000000005,2019,5,0
9,1498.0,1,0,71451,0,193,1,549000.0,2018,5,1
14,1493.0,1,0,58000,0,1485,1,1725000.0,2020,5,0
1,2993.0,1,0,46460,0,71,3,6500000.0,2021,4,0
10,1493.0,1,0,24781,0,129,1,1635000.0000000002,2021,6,0
19,1197.0,4,0,80000,0,1588,1,465000.00000000006,2014,5,1
27,1798.0,4,1,59500,0,1526,3,611000.0,2013,5,1
9,1199.0,4,0,75500,0,992,3,511000.00000000006,2017,5,1
26,999.0,4,2,34900,0,1021,1,420000.0,2022,5,1
19,1197.0,4,0,11483,0,907,1,528000.0,2017,5,0
19,1197.0,4,1,58362,0,1547,1,675000.0,2019,5,0
26,799.0,4,0,52845,0,1038,1,321000.0,2016,5,1
21,2987.0,1,0,59500,0,49,3,7895000.0,2020,7,0
9,1199.0,4,0,89000,0,988,1,695000.0,2017,5,1
19,1462.0,4,0,27000,0,380,1,975000.0,2020,5,1
10,1197.0,4,0,36925,0,823,3,457000.0,2017,5,1
30,1598.0,4,1,33000,0,1202,3,475000.0,2011,5,1
18,2184.0,1,1,30000,0,1645,1,1675000.0,2020,4,1
19,1248.0,1,1,121918,0,1847,1,945000.0,2018,5,1
12,2179.0,1,2,69000,0,1951,3,1925000.0,2016,5,0
10,1197.0,4,1,32000,0,2079,1,775000.0,2017,5,1
18,2179.0,1,1,100000,0,1999,1,1125000.0,2019,7,1
19,998.0,4,0,39000,0,357,3,395000.0,2015,5,1
14,1353.0,4,0,58962,0,1463,1,1281000.0,2020,5,1
10,1591.0,4,0,48785,0,526,1,1059000.0,2017,5,0
9,1497.0,4,0,23000,0,440,3,1145000.0,2019,5,0
19,1248.0,1,0,49849,0,1369,1,775000.0,2016,5,1
19,1248.0,1,0,145000,0,1845,1,850000.0,2019,5,1
19,1248.0,1,0,89000,0,387,1,575000.0,2014,5,1
18,1198.0,4,0,15414,0,1009,1,792000.0,2023,6,1
30,1498.0,1,0,71000,0,1208,1,645000.0,2015,5,1
10,1197.0,4,0,61667,0,852,1,431000.0,2015,5,1
19,1197.0,4,0,62640,0,1551,1,363000.0,2011,5,1
9,1199.0,4,0,45000,0,985,3,630000.0,2017,5,0
28,1199.0,4,0,45000,0,1664,1,510000.0,2019,5,1
20,2987.0,1,0,36000,0,1078,1,9500000.0,2017,5,0
19,1197.0,4,0,75220,0,1594,4,397000.0,2015,5,1
26,1461.0,1,1,55000,0,1229,3,355000.0,2014,5,1
15,1997.0,4,0,56000,0,1305,1,6250000.0,2020,5,0
29,1197.0,4,0,30777,0,804,3,795000.0,2022,5,1
10,1197.0,4,0,27000,0,822,1,485000.0,2017,5,1
19,1248.0,1,0,64000,0,1550,1,683000.0,2017,5,1
10,1197.0,4,0,45364,0,2108,1,665000.0,2017,5,1
14,1353.0,4,1,34000,0,1467,1,1295000.0,2019,5,0
27,1798.0,4,0,63000,0,1182,1,1801000.0000000002,2019,5,0
19,1197.0,4,1,40853,0,246,1,616000.0,2017,5,1
27,999.0,4,2,19000,0,1057,1,1275000.0,2023,5,1
19,998.0,4,0,16084,0,357,1,605000.0,2020,5,1
10,1197.0,4,1,68500,0,2060,1,345000.0,2011,5,1
19,998.0,4,0,49423,0,346,1,411000.00000000006,2016,5,1
19,1197.0,4,0,57331,0,1583,3,488000.0,2015,5,1
17,1498.0,4,1,20000,0,233,1,1145000.0,2023,5,0
19,1197.0,4,1,97769,0,252,1,541000.0,2017,5,1
19,998.0,4,0,52369,0,1884,3,510000.0,2020,5,1
10,1591.0,4,0,73000,0,526,1,1075000.0,2017,5,0
27,1598.0,1,0,98000,0,1325,3,430000.0,2013,5,1
21,2143.0,1,0,123000,0,301,1,1300000.0,2013,5,0
27,1984.0,4,0,76000,0,1191,1,2600000.0,2018,5,0
9,1497.0,4,0,35000,0,433,1,695000.0,2016,5,1
26,999.0,4,0,44128,0,1018,1,329000.0,2017,5,1
9,1497.0,4,0,52803,0,434,1,575000.0,2015,5,1
13,1956.0,1,1,58500,0,468,1,1601000.0000000002,2019,5,1
27,1798.0,4,0,86000,0,1192,4,1125000.0,2016,5,0
14,1353.0,4,0,34499,0,1463,3,1177000.0,2020,5,1
21,2143.0,1,0,75000,0,615,3,1575000.0,2010,5,0
9,1198.0,4,1,59188,0,989,1,450000.0,2012,5,1
14,1497.0,4,0,55710,0,1482,1,1265000.0,2019,5,0
26,1461.0,1,0,133000,0,588,3,550000.0,2016,5,0
10,1197.0,4,0,79097,0,2103,1,355000.0,2013,5,1
19,998.0,4,0,52000,0,359,1,495000.0,2017,5,0
10,1396.0,4,0,64179,0,1797,3,575000.0,2013,5,1
19,1373.0,4,0,87878,0,379,1,604000.0,2016,5,1
19,1197.0,4,0,66261,0,246,1,594000.0,2016,5,1
10,1197.0,4,0,44934,0,852,1,435000.0,2015,5,1
28,1198.0,4,1,60000,0,1142,1,686000.0,2019,5,1
26,1498.0,4,1,61000,0,596,3,925000.0,2019,5,0
0,2995.0,4,0,24000,0,1274,1,8900000.0,2021,5,0
21,2143.0,1,1,52531,0,457,4,1075000.0,2014,5,0
19,998.0,4,0,55360,0,1382,1,403000.0,2020,5,1
30,1199.0,1,1,89000,0,1222,3,420000.0,2013,5,1
30,1498.0,1,1,59000,0,1746,1,675000.0,2015,5,1
19,1197.0,4,1,60000,0,1543,3,325000.0,2011,5,1
29,1197.0,4,1,28700,0,802,1,775000.0,2020,5,1
29,1462.0,4,0,22022,0,1730,1,1125000.0,2022,5,0
29,1798.0,4,0,82000,0,495,3,395000.0,2011,5,1
9,1199.0,4,0,67831,0,201,1,601000.0,2019,5,0
0,1968.0,1,1,86000,0,1257,1,3235000.0,2018,5,0
28,1199.0,4,0,71263,0,1692,1,542000.0,2019,5,0
10,1197.0,4,0,47000,0,2067,3,680000.0,2019,5,1
10,1582.0,1,1,160219,0,1790,3,475000.0,2013,5,1
3,1199.0,4,1,64000,0,266,1,230000.0,2010,5,1
18,1497.0,1,0,21428,0,1965,1,1042000.0,2023,5,1
31,1969.0,1,1,55100,0,1396,3,3500000.0,2019,5,0
28,1193.0,4,0,81439,0,2050,1,473000.00000000006,2015,5,1
10,998.0,4,3,24594,0,1776,3,970000.0,2022,5,0
8,3198.0,1,0,45000,0,675,3,2875000.0,2017,7,0
14,1493.0,1,1,68000,0,1466,3,1600000.0,2022,5,0
28,1956.0,1,3,30317,0,1411,1,1845000.0,2022,7,1
29,2982.0,1,0,140000,0,772,1,1595000.0,2015,7,1
19,1373.0,4,2,36070,0,390,1,594000.0,2016,5,1
28,1198.0,4,3,29784,0,1143,1,707000.0,2019,5,0
31,1969.0,1,0,33000,0,1936,1,3725000.0,2018,5,0
19,1248.0,1,0,42667,0,1581,4,625000.0,2015,5,1
10,1197.0,4,1,68804,0,2077,1,675000.0,2018,5,1
24,1198.0,4,0,32422,0,1122,1,478000.0,2017,5,1
27,1598.0,1,0,70000,0,1327,1,560000.0,2013,5,1
28,2179.0,1,0,131000,0,899,1,1100000.0,2017,7,0
19,1197.0,4,0,62000,0,1547,1,625000.0,2019,5,0
28,1199.0,4,0,16557,0,1156,1,1339000.0,2024,5,1
10,998.0,4,1,20316,0,1774,1,1044000.0,2021,5,1
9,1497.0,4,1,71000,0,432,3,500000.0,2014,5,1
18,1997.0,4,1,36469,0,1647,3,1195000.0,2021,4,0
19,1197.0,4,0,1704,0,916,1,700000.0,2023,5,1
10,1197.0,4,0,48170,0,2063,3,335000.0,2012,5,0
26,999.0,4,2,34000,0,1034,1,420000.0,2020,5,1
18,1197.0,4,1,20000,0,1969,1,950000.0,2022,5,1
24,1461.0,1,2,64008,0,1633,1,599000.0,2014,5,1
10,1086.0,4,2,38800,0,2054,1,280000.0,2010,5,1
10,1197.0,4,0,26427,0,845,1,802999.9999999999,2023,5,1
19,1197.0,4,0,72756,0,1575,1,330000.0,2010,5,1
9,1498.0,1,0,61000,0,419,1,625000.0,2014,5,1
14,1482.0,4,0,8300,0,1468,1,2065000.0,2024,5,0
10,1086.0,4,0,38927,0,1432,3,419000.00000000006,2020,5,1
10,998.0,4,0,10930,0,2107,1,1275000.0,2023,5,0
27,999.0,4,3,19472,0,1493,1,1645000.0,2022,5,0
8,2198.0,1,0,36429,0,674,1,2827000.0,2019,7,0
29,2494.0,1,0,170247,0,930,1,545000.0,2005,7,1
19,1197.0,4,1,17000,0,916,1,590000.0,2020,5,1
19,998.0,4,2,55000,0,160,3,325000.0,2017,5,1
10,1197.0,4,0,24993,0,2071,3,695000.0,2018,5,0
10,1591.0,4,0,53697,0,530,1,844999.9999999999,2016,5,1
28,1199.0,4,0,39000,0,1173,1,1000000.0,2021,5,0
10,1197.0,4,1,52000,0,840,1,515000.00000000006,2017,5,0
29,2494.0,4,0,25000,0,1735,1,10600000.0,2021,7,0
26,999.0,4,0,41000,0,1028,1,395000.0,2018,5,0
1,1995.0,4,1,27000,0,22,3,699000.0,2007,5,0
13,1956.0,1,0,80713,0,474,3,1184000.0,2019,5,1
10,1197.0,4,0,57515,0,239,1,638000.0,2020,5,0
0,1968.0,1,1,66486,0,90,3,1199000.0,2012,5,0
10,1582.0,1,0,102062,0,508,1,819000.0,2016,5,0
13,1956.0,1,1,57977,0,473,1,1375000.0,2017,5,1
19,1197.0,4,0,31563,0,1607,1,805000.0000000001,2022,5,0
18,2179.0,1,0,82000,0,1988,3,1100000.0,2016,7,1
19,1248.0,1,0,66000,0,1592,1,630000.0,2017,5,1
1,2993.0,1,1,100600,0,1916,3,2750000.0,2015,5,0
28,1199.0,4,0,19473,0,1174,1,1007000.0,2021,5,0
9,1198.0,4,0,42000,0,196,1,430000.0,2013,5,1
24,1498.0,4,0,105000,0,1524,3,375000.0,2013,5,1
28,1497.0,1,0,25663,0,1179,3,1114000.0,2023,5,0
19,998.0,4,0,46000,0,357,3,465000.00000000006,2017,5,1
14,998.0,4,0,41301,0,1504,3,985000.0,2021,5,0
19,796.0,4,0,24800,0,141,1,305000.0,2016,5,1
10,1197.0,4,0,77767,0,821,3,430000.0,2014,5,1
10,1197.0,4,0,63000,0,2060,3,310000.0,2010,5,1
29,2393.0,1,0,163000,0,974,1,1750000.0,2016,7,1
18,2179.0,1,1,78232,0,2002,1,925000.0,2014,7,1
6,1172.0,4,0,61000,0,853,3,370000.0,2015,5,1
9,1497.0,4,0,84721,0,428,1,625000.0,2014,5,0
0,1395.0,4,0,50447,0,88,3,1990000.0,2018,5,0
17,1451.0,4,0,19103,0,876,1,2285000.0,2023,6,0
18,2179.0,1,1,87461,0,1986,3,1075000.0,2015,7,1
8,1194.0,4,0,58681,0,782,1,542000.0,2019,5,1
9,1497.0,4,0,92053,0,244,1,675000.0,2016,7,0
18,2179.0,1,0,61105,0,1992,3,1695000.0,2021,7,1
14,1353.0,4,1,26819,0,1465,1,1465000.0,2020,5,1
9,1198.0,4,0,84000,0,288,3,490000.00000000006,2015,5,0
8,1497.0,4,0,64689,0,637,3,789000.0,2018,5,1
30,1498.0,1,0,84703,0,1207,1,510000.0,2014,5,1
10,1197.0,4,1,77289,0,825,1,398000.0,2014,5,1
28,1248.0,1,0,150000,0,2049,1,480000.0,2016,5,1
26,1598.0,4,0,37707,0,583,1,768000.0,2021,5,1
10,1582.0,1,0,43449,0,1791,3,1054000.0,2019,5,0
17,1996.0,1,0,58858,0,806,1,3470000.0000000005,2021,6,0
18,2198.0,1,0,17672,0,2008,1,2495000.0,2022,7,1
10,1197.0,4,0,30163,0,825,3,520000.0,2019,5,1
28,1591.0,2,1,10000,0,1669,1,730000.0,2023,5,0
10,1591.0,4,0,79165,0,1826,3,975000.0,2019,5,0
19,998.0,4,0,51000,0,351,1,475000.0,2017,5,1
10,1197.0,4,1,76000,0,2059,1,290000.0,2009,5,0
9,1497.0,4,0,68000,0,444,1,775000.0,2018,5,1
10,998.0,4,0,35543,0,1775,1,882000.0,2021,5,1
26,1498.0,4,1,42000,0,582,1,660000.0,2017,5,0
29,2982.0,1,1,143685,0,772,3,1415000.0,2012,7,1
9,1497.0,4,0,59319,0,411,1,550000.0,2014,5,1
19,1462.0,4,0,33121,0,381,1,745000.0,2019,5,1
10,1197.0,4,1,81695,0,2060,1,300000.0,2013,5,1
19,998.0,4,0,35641,0,346,1,521000.0,2019,5,1
9,1497.0,4,1,68000,0,429,3,725000.0,2016,5,0
18,1198.0,4,0,41730,0,1005,1,472000.0,2018,6,1
10,1197.0,4,0,34961,0,825,1,646000.0,2019,5,1
14,1493.0,1,0,119560,0,1497,1,869999.9999999999,2023,5,1
27,1968.0,1,0,75000,0,1054,1,2525000.0,2019,7,0
19,1197.0,4,0,65000,0,1603,3,625000.0,2018,5,1
26,999.0,4,0,57555,0,1021,1,410000.0,2017,5,1
8,999.0,4,0,67015,0,645,3,545000.0,2013,5,1
0,1968.0,1,0,35931,0,85,3,1495000.0,2016,5,0
19,1197.0,4,1,72000,0,1594,3,650000.0,2019,5,1
9,1198.0,4,0,32251,0,288,3,395000.0,2013,5,0
27,1968.0,1,0,106000,0,1185,1,890000.0,2013,5,0
19,1248.0,1,0,110826,0,1367,3,550000.0,2016,5,1
28,1199.0,4,1,124735,0,1692,3,459000.0,2019,5,0
10,1582.0,1,1,79000,0,1790,1,545000.0,2014,5,1
29,1462.0,4,0,52000,0,1728,1,975000.0,2021,5,0
19,1248.0,1,0,60000,0,1840,1,900000.0,2019,5,1
28,1199.0,4,0,73930,0,1679,1,424000.0,2018,5,1
19,1197.0,4,2,68289,0,1594,3,383000.0,2014,5,1
29,2755.0,1,0,197927,0,764,1,2675000.0,2018,7,1
10,998.0,4,0,28022,0,1779,1,965000.0,2021,5,1
26,999.0,4,0,6535,0,1017,1,549000.0,2022,5,0
29,1462.0,4,0,25509,0,904,1,1599000.0,2022,5,1
19,1197.0,4,0,62863,0,1348,1,375000.0,2013,5,1
19,1197.0,4,0,62742,0,248,1,574000.0,2016,5,0
9,1198.0,4,0,66626,0,195,3,395000.0,2014,5,1
10,1368.0,4,1,55458,0,1828,3,749000.0,2019,5,1
21,1950.0,1,0,24000,0,724,1,6000000.0,2021,5,0
19,1248.0,1,1,110000,0,1848,1,875000.0,2018,5,0
10,1197.0,4,2,63667,0,2114,3,454000.0,2014,5,1
10,998.0,4,0,19955,0,1775,3,955000.0,2021,5,1
19,998.0,4,0,81969,0,346,1,368000.0,2014,5,1
10,1353.0,4,0,56060,0,550,1,1507000.0,2021,5,0
10,1197.0,4,0,26000,0,2066,1,760000.0,2018,5,1
26,1461.0,1,2,90000,0,760,3,390000.0,2014,5,1
18,2179.0,1,0,70000,0,2002,3,765000.0,2014,7,1
29,2982.0,1,0,144000,0,772,1,1895000.0,2015,7,1
28,1956.0,1,0,34500,0,863,1,2100000.0,2022,5,1
3,1991.0,1,2,99000,0,555,3,395000.0,2011,5,1
10,1493.0,1,2,47000,0,547,3,1721000.0,2022,5,0
10,1493.0,1,0,41211,0,540,3,1575000.0,2022,5,1
28,1956.0,1,0,22000,0,862,1,1525000.0,2020,5,1
27,1798.0,4,1,59000,0,1531,3,650000.0,2013,5,1
28,1199.0,4,3,14600,0,1685,1,598000.0,2020,5,0
10,1497.0,4,0,22672,0,1814,1,1045000.0,2020,5,1
10,1582.0,1,0,41000,0,522,1,1789999.9999999998,2020,5,0
8,3198.0,1,0,177000,0,677,1,2350000.0,2016,7,0
27,1598.0,1,0,98622,0,1324,1,448000.00000000006,2014,5,1
9,1497.0,4,0,99000,0,432,3,590000.0,2016,5,1
9,1497.0,4,0,35000,0,432,3,590000.0,2014,5,1
1,1995.0,1,1,90000,0,14,1,900000.0,2010,5,0
14,1493.0,1,1,29493,0,1506,1,1033000.0,2022,5,1
0,2967.0,1,0,78000,0,117,3,2500000.0,2014,5,0
10,1086.0,4,0,36000,0,2058,1,485000.0,2017,5,1
21,2143.0,1,0,46580,0,50,3,3795000.000000001,2020,5,0
0,1968.0,1,0,70000,0,90,3,1195000.0,2013,5,0
19,1373.0,4,0,62057,0,368,3,662000.0,2018,5,0
10,1995.0,1,0,59623,0,1721,1,1495000.0,2017,5,0
9,1198.0,4,0,54000,0,286,3,365000.0,2012,5,1
9,1498.0,1,0,99000,0,421,1,545000.0,2014,5,1
24,1598.0,4,0,56831,0,1632,3,599000.0,2017,5,1
26,799.0,4,0,38965,0,1038,3,310000.0,2016,5,1
19,998.0,4,0,107294,0,159,1,325000.0,2015,5,0
17,1451.0,4,3,18093,0,875,1,2285000.0,2023,7,0
26,999.0,4,0,32943,0,1052,3,823000.0,2022,5,0
29,2982.0,1,0,97000,0,771,3,1395000.0,2013,7,0
28,1497.0,1,0,57560,0,1140,1,940000.0,2018,5,0
17,1956.0,1,1,21000,0,889,3,2275000.0,2023,5,1
19,1197.0,4,0,33000,0,248,1,635000.0,2016,5,0
10,1493.0,1,1,85000,0,1823,1,365000.0,2010,5,0
19,998.0,4,3,23323,0,357,1,554000.0,2023,5,1
10,1197.0,4,0,75103,0,2012,1,389000.0,2015,5,1
19,1197.0,4,0,29086,0,1878,3,417000.0,2017,5,1
10,1197.0,4,0,60000,0,2063,3,350000.0,2013,5,0
15,2179.0,1,0,103928,0,778,1,1500000.0,2013,5,0
29,2487.0,4,1,21400,0,313,1,3799000.0,2021,5,0
19,1248.0,1,0,13974,0,253,1,875000.0,2022,5,1
19,998.0,4,0,8000,0,363,3,600000.0,2022,5,1
19,1248.0,1,0,99211,0,1556,1,702000.0,2018,5,0
17,1451.0,4,0,5000,0,886,1,2200000.0,2022,5,0
19,998.0,4,1,51574,0,1381,1,361000.0,2020,5,1
18,2696.0,1,1,136000,0,1517,2,450000.0,2013,7,0
26,1498.0,4,0,86109,0,595,1,664000.0,2019,5,1
10,1493.0,1,0,20433,0,1767,1,1165000.0,2022,5,1
26,799.0,4,0,8752,0,1038,1,506000.0,2021,5,1
19,998.0,4,0,52605,0,357,3,395000.0,2016,5,1
10,814.0,4,0,10725,0,626,3,242000.0,2014,5,1
10,1396.0,1,1,78000,0,2109,1,675000.0,2017,5,1
10,1493.0,1,0,40091,0,133,1,1965000.0,2022,7,0
28,1956.0,1,0,48375,0,861,1,1849000.0,2021,5,0
10,1197.0,4,1,25698,0,829,1,460000.0,2014,5,0
9,1199.0,4,0,69707,0,179,1,375000.0,2014,5,1
30,1198.0,4,1,55000,0,1203,1,555000.0,2014,5,1
19,1462.0,4,0,43000,0,375,1,785000.0,2018,5,0
15,1999.0,1,0,46000,0,1283,3,5100000.0,2020,5,0
10,1591.0,4,0,47729,0,1793,3,545000.0,2015,5,1
10,1396.0,1,0,61000,0,2086,1,725000.0,2017,5,1
26,1498.0,4,2,29065,0,595,1,681000.0,2020,5,1
19,796.0,4,0,6428,0,152,1,438000.0,2023,5,1
8,1497.0,4,0,34172,0,641,1,844999.9999999999,2017,5,0
18,2179.0,1,1,45500,0,1989,3,1175000.0,2016,7,1
1,1995.0,1,1,92000,0,1904,3,2445000.0,2016,5,0
29,2393.0,1,1,125511,0,974,3,1875000.0,2017,7,1
10,1197.0,4,1,46383,0,825,1,580000.0,2020,5,1
14,1497.0,4,0,35639,0,1475,1,1047000.0,2020,5,1
13,1956.0,1,0,89000,0,473,1,1300000.0,2019,5,1
27,1598.0,4,1,54698,0,1316,1,800000.0,2018,5,1
1,1995.0,1,2,12000,0,1908,1,6900000.0,2022,5,0
19,1373.0,4,1,30346,0,373,3,785000.0,2017,5,0
10,1591.0,4,1,45000,0,530,3,875000.0,2016,5,1
29,1364.0,1,1,108500,0,712,4,385000.0,2011,5,1
18,1198.0,4,0,30622,0,1005,4,328000.0,2017,6,1
21,2987.0,1,1,75000,0,812,3,5846000.0,2018,7,0
29,2393.0,1,0,104481,0,966,3,2650000.0,2020,7,1
21,2143.0,1,1,59693,0,9,3,1545000.0,2013,5,0
10,1493.0,1,0,68924,0,2108,1,795000.0,2021,5,1
27,1598.0,4,1,68991,0,1316,1,894999.9999999999,2020,5,1
10,1197.0,4,0,57728,0,2019,1,414000.0,2015,5,1
9,1497.0,4,0,28738,0,429,1,844999.9999999999,2016,5,0
29,2393.0,1,0,118294,0,961,1,2650000.0,2021,7,0
19,796.0,4,0,22851,0,141,1,283000.0,2014,5,1
26,1461.0,1,1,76000,0,1445,3,365000.0,2013,5,1
26,799.0,4,0,43117,0,1038,1,335000.0,2017,5,1
21,2987.0,1,0,36000,0,49,1,6750000.0,2019,7,0
26,799.0,4,0,20720,0,1038,1,512000.0,2022,5,1
9,1199.0,4,1,69989,0,202,1,580000.0,2019,5,1
30,1498.0,4,0,40789,0,1622,1,1625000.0,2021,5,1
19,998.0,4,2,54878,0,347,1,418000.0,2017,5,0
8,1499.0,4,3,93371,0,653,1,505000.0,2017,5,1
3,1199.0,4,1,70000,0,266,3,155000.0,2011,5,1
10,998.0,4,3,32233,0,1764,3,714000.0,2020,5,1
10,1186.0,1,0,13744,0,239,1,849000.0,2023,5,0
18,1497.0,1,0,55110,0,1974,1,978000.0,2019,5,1
30,999.0,4,0,58741,0,1618,1,1042000.0,2022,5,1
9,1498.0,1,0,66000,0,242,1,825000.0,2018,7,1
13,1956.0,1,0,45630,0,468,3,1295000.0,2018,5,1
14,1493.0,1,0,40000,0,1477,1,1700000.0,2022,5,1
19,998.0,4,0,53659,0,347,1,372000.0,2016,5,0
19,998.0,4,0,52480,0,159,3,328000.0,2016,5,0
27,1798.0,4,1,59000,0,1526,3,625000.0,2013,5,1
19,1197.0,4,0,15710,0,912,1,648000.0,2022,5,1
19,1248.0,1,1,66469,0,374,1,828999.9999999999,2019,5,1
19,1248.0,1,0,91937,0,693,1,791000.0,2017,7,1
10,1197.0,4,0,44396,0,825,1,492000.0,2017,5,1
10,1197.0,4,0,39000,0,2053,1,425000.0,2012,5,0
